actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
Denzel Washington,Chloë Grace Moretz,James Wilcox,Antoine Fuqua,Action|Crime|Thriller,the equalizer,Denzel WashingtonChloë Grace MoretzJames WilcoxAntoine FuquaAction|Crime|Thriller
Bob Hoskins,Frances Conroy,Natasha Richardson,Wayne Wang,Comedy|Drama|Romance,maid in manhattan,Bob HoskinsFrances ConroyNatasha RichardsonWayne WangComedy|Drama|Romance
Denzel Washington,Viggo Mortensen,Ricky Schroder,Tony Scott,Action|Drama|Thriller|War,crimson tide,Denzel WashingtonViggo MortensenRicky SchroderTony ScottAction|Drama|Thriller|War
Will Smith,Kurt Fuller,James Karen,Gabriele Muccino,Biography|Drama,the pursuit of happyness,Will SmithKurt FullerJames KarenGabriele MuccinoBiography|Drama
Erika Christensen,Michael Irby,Haley Ramm,Robert Schwentke,Drama|Mystery|Thriller,flightplan,Erika ChristensenMichael IrbyHaley RammRobert SchwentkeDrama|Mystery|Thriller
Demi Moore,Dylan Baker,Roma Maffia,Barry Levinson,Drama|Thriller,disclosure,Demi MooreDylan BakerRoma MaffiaBarry LevinsonDrama|Thriller
Nicolas Cage,Andre Braugher,Colm Feore,Brad Silberling,Drama|Fantasy|Romance,city of angels,Nicolas CageAndre BraugherColm FeoreBrad SilberlingDrama|Fantasy|Romance
David Carradine,Vivica A. Fox,Chiaki Kuriyama,Quentin Tarantino,Action,kill bill: vol. 1,David CarradineVivica A. FoxChiaki KuriyamaQuentin TarantinoAction
Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,Frank Oz,Comedy,bowfinger,Robert Downey Jr.Adam Alexi-MalleJamie KennedyFrank OzComedy
Christopher Judge,Don S. Davis,Gary Jones,unknown,Action|Adventure|Drama|Sci-Fi,stargate sg-1            ,Christopher JudgeDon S. DavisGary JonesunknownAction|Adventure|Drama|Sci-Fi
Vivica A. Fox,Michael Parks,Michael Bowen,Quentin Tarantino,Action|Crime|Drama|Thriller,kill bill: vol. 2,Vivica A. FoxMichael ParksMichael BowenQuentin TarantinoAction|Crime|Drama|Thriller
Sylvester Stallone,Jack Palance,Brion James,Andrey Konchalovskiy,Action|Comedy|Crime|Thriller,tango & cash,Sylvester StalloneJack PalanceBrion JamesAndrey KonchalovskiyAction|Comedy|Crime|Thriller
Bruce Willis,Meryl Streep,Isabella Rossellini,Robert Zemeckis,Comedy|Fantasy|Horror,death becomes her,Bruce WillisMeryl StreepIsabella RosselliniRobert ZemeckisComedy|Fantasy|Horror
Xander Berkeley,Jason Connery,Kate Luyben,Tom Dey,Action|Adventure|Comedy|Western,shanghai noon,Xander BerkeleyJason ConneryKate LuybenTom DeyAction|Adventure|Comedy|Western
Oliver Platt,Joe Morton,J.T. Walsh,Stuart Baird,Action|Adventure|Thriller,executive decision,Oliver PlattJoe MortonJ.T. WalshStuart BairdAction|Adventure|Thriller
Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,Mark Waters,Comedy|Family|Fantasy,mr. popper's penguins,Madeline CarrollOphelia LovibondPhilip Baker HallMark WatersComedy|Family|Fantasy
Jet Li,Thomas McDonell,Michael Angarano,Rob Minkoff,Action|Adventure|Fantasy,the forbidden kingdom,Jet LiThomas McDonellMichael AngaranoRob MinkoffAction|Adventure|Fantasy
Amy Poehler,Carlos Ponce,Dan Fogler,Jimmy Hayward,Adventure|Animation|Comedy|Family,free birds,Amy PoehlerCarlos PonceDan FoglerJimmy HaywardAdventure|Animation|Comedy|Family
Charles S. Dutton,Holt McCallany,Paul McGann,David Fincher,Action|Horror|Sci-Fi,alien 3,Charles S. DuttonHolt McCallanyPaul McGannDavid FincherAction|Horror|Sci-Fi
Andrea Corr,Jimmy Nail,Peter Polycarpou,Alan Parker,Biography|Drama|History|Musical,evita,Andrea CorrJimmy NailPeter PolycarpouAlan ParkerBiography|Drama|History|Musical
Robert De Niro,Natascha McElhone,Michael Lonsdale,John Frankenheimer,Action|Adventure|Crime|Thriller,ronin,Robert De NiroNatascha McElhoneMichael LonsdaleJohn FrankenheimerAction|Adventure|Crime|Thriller
Tom Wilkinson,Bernard Hill,Om Puri,Stephen Hopkins,Adventure|Drama|Horror|Thriller,the ghost and the darkness,Tom WilkinsonBernard HillOm PuriStephen HopkinsAdventure|Drama|Horror|Thriller
Julie Walters,Matt Lucas,Sally Hawkins,Paul King,Animation|Comedy|Family|Fantasy,paddington,Julie WaltersMatt LucasSally HawkinsPaul KingAnimation|Comedy|Family|Fantasy
Will Forte,Nicholas Braun,Rosemarie DeWitt,Akiva Schaffer,Action|Comedy|Sci-Fi,the watch,Will ForteNicholas BraunRosemarie DeWittAkiva SchafferAction|Comedy|Sci-Fi
Connie Nielsen,Jenna Boyd,Rex Linn,William Friedkin,Action|Crime|Drama|Thriller,the hunted,Connie NielsenJenna BoydRex LinnWilliam FriedkinAction|Crime|Drama|Thriller
Anthony Hopkins,Maura Tierney,John Ashton,Jon Turteltaub,Drama|Thriller,instinct,Anthony HopkinsMaura TierneyJohn AshtonJon TurteltaubDrama|Thriller
Matt Damon,Terence Bernie Hines,Seymour Cassel,Bobby Farrelly,Comedy,stuck on you,Matt DamonTerence Bernie HinesSeymour CasselBobby FarrellyComedy
Will Ferrell,Maura Tierney,Matt Walsh,Kent Alterman,Comedy|Sport,semi-pro,Will FerrellMaura TierneyMatt WalshKent AltermanComedy|Sport
Salma Hayek,Russell Tovey,Brian Blessed,Peter Lord,Adventure|Animation|Comedy|Family,the pirates! band of misfits,Salma HayekRussell ToveyBrian BlessedPeter LordAdventure|Animation|Comedy|Family
Angelina Jolie Pitt,Michael Kelly,Colm Feore,Clint Eastwood,Crime|Drama|Mystery|Thriller,changeling,Angelina Jolie PittMichael KellyColm FeoreClint EastwoodCrime|Drama|Mystery|Thriller
Keanu Reeves,Morgan Freeman,Kevin Dunn,Andrew Davis,Action|Drama|Sci-Fi|Thriller,chain reaction,Keanu ReevesMorgan FreemanKevin DunnAndrew DavisAction|Drama|Sci-Fi|Thriller
Robert De Niro,Kurt Fuller,Ellen Barkin,Tony Scott,Action|Drama|Sport|Thriller,the fan,Robert De NiroKurt FullerEllen BarkinTony ScottAction|Drama|Sport|Thriller
Gerard Butler,Minnie Driver,Miranda Richardson,Joel Schumacher,Drama|Musical|Romance|Thriller,the phantom of the opera,Gerard ButlerMinnie DriverMiranda RichardsonJoel SchumacherDrama|Musical|Romance|Thriller
Eddie Redmayne,Abbie Cornish,Jordi Mollà,Shekhar Kapur,Biography|Drama|History|War,elizabeth: the golden age,Eddie RedmayneAbbie CornishJordi MollàShekhar KapurBiography|Drama|History|War
Charlize Theron,Sophie Okonedo,Paterson Joseph,Karyn Kusama,Action|Sci-Fi,æon flux,Charlize TheronSophie OkonedoPaterson JosephKaryn KusamaAction|Sci-Fi
Billy Campbell,Bruce Boxleitner,John Castle,Ron Maxwell,Drama|History|War,gods and generals,Billy CampbellBruce BoxleitnerJohn CastleRon MaxwellDrama|History|War
Hector Elizondo,Lauren Holly,Jeffrey DeMunn,Robert Butler,Action|Thriller,turbulence,Hector ElizondoLauren HollyJeffrey DeMunnRobert ButlerAction|Thriller
Stephen Root,Ronny Cox,Richard Schiff,Karey Kirkpatrick,Comedy|Drama|Family|Fantasy,imagine that,Stephen RootRonny CoxRichard SchiffKarey KirkpatrickComedy|Drama|Family|Fantasy
Ty Burrell,Tina Fey,Hugh Bonneville,James Bobin,Adventure|Comedy|Crime|Family|Musical,muppets most wanted,Ty BurrellTina FeyHugh BonnevilleJames BobinAdventure|Comedy|Crime|Family|Musical
Sophia Myles,Philip Winchester,Brady Corbet,Jonathan Frakes,Action|Adventure|Comedy|Family|Sci-Fi,thunderbirds,Sophia MylesPhilip WinchesterBrady CorbetJonathan FrakesAction|Adventure|Comedy|Family|Sci-Fi
Eric Dane,Peter Gallagher,David Walton,Steve Antin,Drama|Music|Musical|Romance,burlesque,Eric DanePeter GallagherDavid WaltonSteve AntinDrama|Music|Musical|Romance
Denis Lavant,André Dussollier,Albert Dupontel,Jean-Pierre Jeunet,Drama|Mystery|Romance|War,a very long engagement,Denis LavantAndré DussollierAlbert DupontelJean-Pierre JeunetDrama|Mystery|Romance|War
James Mason,Shelley Winters,Lois Maxwell,Stanley Kubrick,Crime|Drama|Romance,lolita,James MasonShelley WintersLois MaxwellStanley KubrickCrime|Drama|Romance
Sylvester Stallone,Tom Berenger,Charles S. Dutton,Jim Gillespie,Crime|Horror|Mystery|Thriller,eye see you,Sylvester StalloneTom BerengerCharles S. DuttonJim GillespieCrime|Horror|Mystery|Thriller
Norman Reedus,Thomas Kretschmann,Tony Curran,Guillermo del Toro,Action|Horror|Sci-Fi|Thriller,blade ii,Norman ReedusThomas KretschmannTony CurranGuillermo del ToroAction|Horror|Sci-Fi|Thriller
Will Smith,Rosario Dawson,Madison Pettis,Gabriele Muccino,Drama|Romance,seven pounds,Will SmithRosario DawsonMadison PettisGabriele MuccinoDrama|Romance
Sylvester Stallone,Jason Momoa,Jon Seda,Walter Hill,Action|Thriller,bullet to the head,Sylvester StalloneJason MomoaJon SedaWalter HillAction|Thriller
Al Pacino,Joe Mantegna,Bridget Fonda,Francis Ford Coppola,Crime|Drama,the godfather: part iii,Al PacinoJoe MantegnaBridget FondaFrancis Ford CoppolaCrime|Drama
Orlando Bloom,Kirsten Dunst,Judy Greer,Cameron Crowe,Comedy|Drama|Romance,elizabethtown,Orlando BloomKirsten DunstJudy GreerCameron CroweComedy|Drama|Romance
Todd Stashwick,Billy Gardell,Amanda Detmer,Anthony Russo,Comedy|Romance,"you, me and dupree",Todd StashwickBilly GardellAmanda DetmerAnthony RussoComedy|Romance
Margot Kidder,Ned Beatty,Jackie Cooper,Richard Lester,Action|Adventure|Romance|Sci-Fi,superman ii,Margot KidderNed BeattyJackie CooperRichard LesterAction|Adventure|Romance|Sci-Fi
Todd Giebenhain,Lenny Venito,David Backus,Martin Brest,Comedy|Crime|Romance,gigli,Todd GiebenhainLenny VenitoDavid BackusMartin BrestComedy|Crime|Romance
Kate Winslet,Anthony Hopkins,Kevin Dunn,Steven Zaillian,Drama|Thriller,all the king's men,Kate WinsletAnthony HopkinsKevin DunnSteven ZaillianDrama|Thriller
Christian Bale,Vanessa Williams,Daniel von Bargen,John Singleton,Action|Crime|Thriller,shaft,Christian BaleVanessa WilliamsDaniel von BargenJohn SingletonAction|Crime|Thriller
Kirsten Dunst,Kelsey Grammer,Bernadette Peters,Don Bluth,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,anastasia,Kirsten DunstKelsey GrammerBernadette PetersDon BluthAdventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance
Jim Broadbent,Kylie Minogue,Richard Roxburgh,Baz Luhrmann,Drama|Musical|Romance,moulin rouge!,Jim BroadbentKylie MinogueRichard RoxburghBaz LuhrmannDrama|Musical|Romance
Steve Buscemi,Teri Polo,Matt O'Leary,Harold Becker,Crime|Mystery|Thriller,domestic disturbance,Steve BuscemiTeri PoloMatt O'LearyHarold BeckerCrime|Mystery|Thriller
Johnny Depp,Benedict Cumberbatch,Adam Scott,Scott Cooper,Biography|Crime|Drama,black mass,Johnny DeppBenedict CumberbatchAdam ScottScott CooperBiography|Crime|Drama
Paul Walker,Chris Bauer,Tom McCarthy,Clint Eastwood,Drama|History|War,flags of our fathers,Paul WalkerChris BauerTom McCarthyClint EastwoodDrama|History|War
Gerard Butler,Leslie Bibb,Michael Kelly,F. Gary Gray,Crime|Drama|Thriller,law abiding citizen,Gerard ButlerLeslie BibbMichael KellyF. Gary GrayCrime|Drama|Thriller
Quentin Tarantino,Rosario Dawson,Zoë Bell,Robert Rodriguez,Action|Horror|Thriller,grindhouse,Quentin TarantinoRosario DawsonZoë BellRobert RodriguezAction|Horror|Thriller
Oprah Winfrey,Kimberly Elise,Hill Harper,Jonathan Demme,Drama|History|Horror,beloved,Oprah WinfreyKimberly EliseHill HarperJonathan DemmeDrama|History|Horror
Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,Curtis Hanson,Drama|Romance|Sport,lucky you,Robert Downey Jr.Robert DuvallKelvin Han YeeCurtis HansonDrama|Romance|Sport
Leonardo DiCaprio,Tom Hanks,Jennifer Garner,Steven Spielberg,Biography|Crime|Drama,catch me if you can,Leonardo DiCaprioTom HanksJennifer GarnerSteven SpielbergBiography|Crime|Drama
Jennifer Ehle,Harold Perrineau,Parker Sawyers,Kathryn Bigelow,Drama|History|Thriller,zero dark thirty,Jennifer EhleHarold PerrineauParker SawyersKathryn BigelowDrama|History|Thriller
Jon Favreau,John Michael Higgins,Ann-Margret,Peyton Reed,Comedy|Drama|Romance,the break-up,Jon FavreauJohn Michael HigginsAnn-MargretPeyton ReedComedy|Drama|Romance
Colin Firth,Meryl Streep,Julie Walters,Phyllida Lloyd,Comedy|Family|Musical|Romance,mamma mia!,Colin FirthMeryl StreepJulie WaltersPhyllida LloydComedy|Family|Musical|Romance
Bradley Cooper,Taylor Lautner,Anne Hathaway,Garry Marshall,Comedy|Romance,valentine's day,Bradley CooperTaylor LautnerAnne HathawayGarry MarshallComedy|Romance
Alice Greczyn,Jessica Simpson,Michael Weston,Jay Chandrasekhar,Action|Adventure|Comedy,the dukes of hazzard,Alice GreczynJessica SimpsonMichael WestonJay ChandrasekharAction|Adventure|Comedy
Nick Stahl,Miranda Otto,Dash Mihok,Terrence Malick,Drama|War,the thin red line,Nick StahlMiranda OttoDash MihokTerrence MalickDrama|War
Ryan Reynolds,Olivia Wilde,Mircea Monroe,David Dobkin,Comedy|Fantasy,the change-up,Ryan ReynoldsOlivia WildeMircea MonroeDavid DobkinComedy|Fantasy
Matt Price,Gerry Becker,Tom Dreesen,Milos Forman,Biography|Comedy|Drama,man on the moon,Matt PriceGerry BeckerTom DreesenMilos FormanBiography|Comedy|Drama
Robert De Niro,Don Rickles,Kevin Pollak,Martin Scorsese,Biography|Crime|Drama,casino,Robert De NiroDon RicklesKevin PollakMartin ScorseseBiography|Crime|Drama
Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,Pierre Morel,Action|Thriller,from paris with love,Kasia SmutniakAmber Rose RevahRebecca DayanPierre MorelAction|Thriller
Jaime King,Mako,Victoria Smurfit,Paul Hunter,Action|Comedy|Fantasy,bulletproof monk,Jaime KingMakoVictoria SmurfitPaul HunterAction|Comedy|Fantasy
Robert Forster,Tony Cox,Rob Moran,Bobby Farrelly,Comedy,"me, myself & irene",Robert ForsterTony CoxRob MoranBobby FarrellyComedy
Rob Paulsen,Wanda Sykes,Maurice LaMarche,Steve Oedekerk,Animation|Comedy|Family,barnyard,Rob PaulsenWanda SykesMaurice LaMarcheSteve OedekerkAnimation|Comedy|Family
Matthew Broderick,Jorge Garcia,Alia Shawkat,John Whitesell,Comedy|Family,deck the halls,Matthew BroderickJorge GarciaAlia ShawkatJohn WhitesellComedy|Family
Robert Pattinson,Kristen Stewart,Taylor Lautner,Chris Weitz,Adventure|Drama|Fantasy|Romance,the twilight saga: new moon,Robert PattinsonKristen StewartTaylor LautnerChris WeitzAdventure|Drama|Fantasy|Romance
Kathleen Freeman,Chris Miller,Bobby Block,Andrew Adamson,Adventure|Animation|Comedy|Family|Fantasy,shrek,Kathleen FreemanChris MillerBobby BlockAndrew AdamsonAdventure|Animation|Comedy|Family|Fantasy
Matt Damon,Michael Kelly,Jon Stewart,George Nolfi,Romance|Sci-Fi|Thriller,the adjustment bureau,Matt DamonMichael KellyJon StewartGeorge NolfiRomance|Sci-Fi|Thriller
Alan Rickman,Morgan Freeman,Michael Wincott,Kevin Reynolds,Action|Adventure|Drama|Romance,robin hood: prince of thieves,Alan RickmanMorgan FreemanMichael WincottKevin ReynoldsAction|Adventure|Drama|Romance
Tom Cruise,Kelly Preston,Bonnie Hunt,Cameron Crowe,Comedy|Drama|Romance|Sport,jerry maguire,Tom CruiseKelly PrestonBonnie HuntCameron CroweComedy|Drama|Romance|Sport
Mila Kunis,Seth MacFarlane,Tom Skerritt,Seth MacFarlane,Comedy|Fantasy,ted,Mila KunisSeth MacFarlaneTom SkerrittSeth MacFarlaneComedy|Fantasy
Lupe Ontiveros,Yeardley Smith,Shirley Knight,James L. Brooks,Comedy|Drama|Romance,as good as it gets,Lupe OntiverosYeardley SmithShirley KnightJames L. BrooksComedy|Drama|Romance
Robin Williams,Philip Seymour Hoffman,Monica Potter,Tom Shadyac,Biography|Comedy|Drama|Romance,patch adams,Robin WilliamsPhilip Seymour HoffmanMonica PotterTom ShadyacBiography|Comedy|Drama|Romance
Harrison Ford,Will Ferrell,Steve Carell,Adam McKay,Comedy,anchorman 2: the legend continues,Harrison FordWill FerrellSteve CarellAdam McKayComedy
Steve Buscemi,Adam Sandler,Peter Gallagher,Steven Brill,Comedy|Romance,mr. deeds,Steve BuscemiAdam SandlerPeter GallagherSteven BrillComedy|Romance
Joel Courtney,AJ Michalka,Zach Mills,J.J. Abrams,Mystery|Sci-Fi|Thriller,super 8,Joel CourtneyAJ MichalkaZach MillsJ.J. AbramsMystery|Sci-Fi|Thriller
Julia Roberts,Albert Finney,Conchata Ferrell,Steven Soderbergh,Biography|Drama,erin brockovich,Julia RobertsAlbert FinneyConchata FerrellSteven SoderberghBiography|Drama
Matthew McConaughey,Adam Goldberg,Thomas Lennon,Donald Petrie,Comedy|Romance,how to lose a guy in 10 days,Matthew McConaugheyAdam GoldbergThomas LennonDonald PetrieComedy|Romance
Channing Tatum,Craig Roberts,Amber Stevens West,Phil Lord,Action|Comedy|Crime,22 jump street,Channing TatumCraig RobertsAmber Stevens WestPhil LordAction|Comedy|Crime
Brad Pitt,Tom Cruise,Kirsten Dunst,Neil Jordan,Drama|Fantasy|Horror,interview with the vampire: the vampire chronicles,Brad PittTom CruiseKirsten DunstNeil JordanDrama|Fantasy|Horror
Bradley Cooper,Zooey Deschanel,Danny Masterson,Peyton Reed,Comedy|Romance,yes man,Bradley CooperZooey DeschanelDanny MastersonPeyton ReedComedy|Romance
Dwayne Johnson,Thomas Kretschmann,Megan Park,Rawson Marshall Thurber,Action|Comedy|Crime,central intelligence,Dwayne JohnsonThomas KretschmannMegan ParkRawson Marshall ThurberAction|Comedy|Crime
Julia Roberts,Liam Aiken,Herbert Russell,Chris Columbus,Comedy|Drama,stepmom,Julia RobertsLiam AikenHerbert RussellChris ColumbusComedy|Drama
Will Ferrell,Linda Cardellini,Mark L. Young,Sean Anders,Comedy|Family,daddy's home,Will FerrellLinda CardelliniMark L. YoungSean AndersComedy|Family
Johnny Depp,Meryl Streep,Anna Kendrick,Rob Marshall,Adventure|Comedy|Drama|Fantasy|Musical,into the woods,Johnny DeppMeryl StreepAnna KendrickRob MarshallAdventure|Comedy|Drama|Fantasy|Musical
Denzel Washington,James Ransone,Peter Gerety,Spike Lee,Crime|Drama|Mystery|Thriller,inside man,Denzel WashingtonJames RansonePeter GeretySpike LeeCrime|Drama|Mystery|Thriller
Bill Duke,Deborah Kara Unger,William Devane,Brian Helgeland,Action|Crime|Drama|Thriller,payback,Bill DukeDeborah Kara UngerWilliam DevaneBrian HelgelandAction|Crime|Drama|Thriller
Dylan Walsh,Joe Don Baker,Grant Heslov,Frank Marshall,Action|Adventure|Mystery|Sci-Fi,congo,Dylan WalshJoe Don BakerGrant HeslovFrank MarshallAction|Adventure|Mystery|Sci-Fi
Scarlett Johansson,Matt Damon,Stephanie Szostak,Cameron Crowe,Comedy|Drama|Family,we bought a zoo,Scarlett JohanssonMatt DamonStephanie SzostakCameron CroweComedy|Drama|Family
Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,Alex Proyas,Drama|Mystery|Sci-Fi|Thriller,knowing,Nicolas CageBen MendelsohnChandler CanterburyAlex ProyasDrama|Mystery|Sci-Fi|Thriller
Bradley Cooper,Matthew McConaughey,Zooey Deschanel,Tom Dey,Comedy|Romance,failure to launch,Bradley CooperMatthew McConaugheyZooey DeschanelTom DeyComedy|Romance
Naomi Watts,Gary Cole,Sissy Spacek,Hideo Nakata,Horror|Mystery,the ring two,Naomi WattsGary ColeSissy SpacekHideo NakataHorror|Mystery
Ryan Gosling,Emma Stone,Steve Carell,Glenn Ficarra,Comedy|Drama|Romance,"crazy, stupid, love.",Ryan GoslingEmma StoneSteve CarellGlenn FicarraComedy|Drama|Romance
Bill Murray,Mark Christopher Lawrence,Michael Monks,Peter Hewitt,Animation|Comedy|Family|Fantasy,garfield,Bill MurrayMark Christopher LawrenceMichael MonksPeter HewittAnimation|Comedy|Family|Fantasy
Jamie Lee Curtis,Cheech Marin,Jake Busey,Joe Roth,Comedy|Family,christmas with the kranks,Jamie Lee CurtisCheech MarinJake BuseyJoe RothComedy|Family
Philip Seymour Hoffman,Robin Wright,Brad Pitt,Bennett Miller,Biography|Drama|Sport,moneyball,Philip Seymour HoffmanRobin WrightBrad PittBennett MillerBiography|Drama|Sport
Kevin Spacey,Morgan Freeman,Rene Russo,Wolfgang Petersen,Action|Drama|Thriller,outbreak,Kevin SpaceyMorgan FreemanRene RussoWolfgang PetersenAction|Drama|Thriller
Liam Neeson,Nate Parker,Scoot McNairy,Jaume Collet-Serra,Action|Mystery|Thriller,non-stop,Liam NeesonNate ParkerScoot McNairyJaume Collet-SerraAction|Mystery|Thriller
Dwayne Johnson,Billy Brown,Tom Everett Scott,Andy Fickman,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,race to witch mountain,Dwayne JohnsonBilly BrownTom Everett ScottAndy FickmanAction|Adventure|Family|Fantasy|Sci-Fi|Thriller
Natalie Portman,Eddie Marsan,Rupert Graves,James McTeigue,Action|Drama|Thriller,v for vendetta,Natalie PortmanEddie MarsanRupert GravesJames McTeigueAction|Drama|Thriller
Fann Wong,Anna-Louise Plowman,Georgina Chapman,David Dobkin,Action|Adventure|Comedy,shanghai knights,Fann WongAnna-Louise PlowmanGeorgina ChapmanDavid DobkinAction|Adventure|Comedy
Bernard Hill,Gemma Jones,Nicola Walker,unknown,Crime|Drama,unforgotten            ,Bernard HillGemma JonesNicola WalkerunknownCrime|Drama
Will Ferrell,Frank Welker,Alexander Gould,Matthew O'Callaghan,Adventure|Animation|Comedy|Family,curious george,Will FerrellFrank WelkerAlexander GouldMatthew O'CallaghanAdventure|Animation|Comedy|Family
Scoot McNairy,Thomas Lennon,Cheryl Hines,Angela Robinson,Adventure|Comedy|Family|Fantasy|Romance|Sport,herbie fully loaded,Scoot McNairyThomas LennonCheryl HinesAngela RobinsonAdventure|Comedy|Family|Fantasy|Romance|Sport
Oliver Platt,Jennifer Esposito,Conrad Goode,Gary Fleder,Crime|Drama|Mystery|Thriller,don't say a word,Oliver PlattJennifer EspositoConrad GoodeGary FlederCrime|Drama|Mystery|Thriller
Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,Tommy Wirkola,Action|Fantasy|Horror,hansel & gretel: witch hunters,Jeremy RennerDerek MearsIngrid Bolsø BerdalTommy WirkolaAction|Fantasy|Horror
Olivier Martinez,Erik Per Sullivan,Chad Lowe,Adrian Lyne,Drama|Thriller,unfaithful,Olivier MartinezErik Per SullivanChad LoweAdrian LyneDrama|Thriller
